id,date,message,karma,parent
aaa5d580b1d062,2016-07-06 22:48:00.000000,Wieso kann man in der Nacht nicht einfach wie beim Mittagsschlaf easy einschlafen? 😥,13,
abe48dc5b1b061,2016-07-06 22:48:00.000000,dürfen wir bei der französisch IV klausur morgen wörterbücher benutzen? #jhj,7,
aa59e1af4fd779,2016-07-06 22:48:00.000000,"""An apple a day, keeps the doctor away"" Dr. Med. Frank Herstetten, 52, ist auf Äpfel allergisch",16,
ac52c9df3726a0,2016-07-06 22:48:00.000000,🐘💨,19,
ad28851c927066,2016-07-06 22:48:00.000000,Plot twist: Er wollte es dir nur beweisen!  #TheLongPlot ,104,9fe648691a45ab
acb40df1e67430,2016-07-06 22:48:00.000000,Bachelorarbeit  Klausur  ,25,82b2c9df3726a0
ab828df461a068,2016-07-06 22:48:00.000000,"Rottenburg ist jetzt abgeriegelt Hochsicherheitszone...wen er nicht schon aus der Stadt raus ist, jetzt schafft ers nicht mehr..  Arme junge PolizistInnen dürfen Überstunden machen.",18,8a2648691a45ab
ad240df1e67430,2016-07-06 22:48:00.000000,"Omi erzählt, wie sie Opi kennengelernt hat... Ich möchte auch so geliebt werden, wie Opi Omi geliebt hat :( ",94,
ac58ef8ccab06e,2016-07-06 22:48:00.000000,"Ich stell mir gerade vor wie viele das gerade permanent aktualisieren, in der Hoffnung dass doch noch titten kommen 😂",8,4f040df1e67430
abde85a4cea044,2016-07-06 22:48:00.000000,Intelligenz ,26,a57648691a45ab
ad1e6d11853437,2016-07-06 22:48:00.000000,"Ich stelle hiermit den Antrag, dass das Wochenende an sofort von Montag bis Freitag dauert! :-) ",12,
aaaa47d0151068,2016-07-06 22:48:00.000000,Auf der Mauer auf der Lauer lieg ich nach der Happy Hour ,22,
ac4f3331011784,2016-07-06 22:48:00.000000,"Aufjedenfall ansprechen! Sag, dass es ungewohnt ist.. Sucht nach gemeinsamen Lösungen wie er dich besser stimulieren kann! Das wird schon! An einem kleinen penis soll euer Glück doch wohl nicht scheitern!",12,7ee648691a45ab
ab7ffe1014e069,2016-07-06 22:48:00.000000,Da hier alle über Fussball reden wollte ich euch mal etwas über mein Liebesleben erzählen. Danke danke für die Aufmerksamkeit.,127,
ab30d773a90056,2016-07-06 22:48:00.000000,Top,103,a939e1af4fd779
ac8648691a45ab,2016-07-06 22:48:00.000000,"Reich ist der, der das, was er hat zu schätzen weiß!",19,
acd7bedeaa8067,2016-07-06 22:48:00.000000,(4) und dann kann ich mir ja Line oder quizduell oder schlaubayer oder so machen um mehr Infos rauszuhauen bzw das ganze wirklich anzugehen.,6,9bb2c9df3726a0
a773f5905d5042,2016-07-06 22:47:00.000000,bett frisch beziehen?😅,1,f2f5294539e06e
a7810e1d77c067,2016-07-06 22:47:00.000000,I know your problem ;),2,9822c9df3726a0
a65d0f0fe0907c,2016-07-06 22:47:00.000000,Deutscher,10,9e9e85a4cea044
a68771c872406a,2016-07-06 22:47:00.000000,"Es gibt auch Frauen, die Spaß daran haben und denen Sperma schmeckt. Schmeckt es nicht, liegt das ift an der Ernährung des Mannes.  Feminismus hin oder her. ",3,433d067d398065
a68d0f0fe0907c,2016-07-06 22:47:00.000000,Glumanda!!!!,17,a6123888e5e6a9
a68771c872406a,2016-07-06 22:47:00.000000,18.07 ... aber mal sehen vielleicht auch schon der 14 wenn ich Schiebe 😂,2,af88ef8ccab06e
a698851c927066,2016-07-06 22:47:00.000000,Josip Broz Tito,1,74da47d0151068
a6a8851c927066,2016-07-06 22:47:00.000000,Alles Schisser ;-),1,41e81459f3e1f2
a6c8851c927066,2016-07-06 22:47:00.000000,Upvote wegen deinbeinischverdreht 😂👌🏿,1,cec648691a45ab
a6de85a4cea044,2016-07-06 22:47:00.000000,🇮🇴 woher kommt düse Flagge?,1,a3692e300d36b2
a6d771c872406a,2016-07-06 22:47:00.000000,Jon Snow,3,38d692eb36006c
a973ebead373cc,2016-07-06 22:47:00.000000,"Na siehst du, wenn das mehrere sagen, muss da doch was dran sein 😁 ich würde sagen, dass es leider bei viel zu vielen so ist, dass sie nicht mit sich zufrieden sind, also von daher, ganz normal :) ",1,83ae85a4cea044
a998851c927066,2016-07-06 22:47:00.000000,Meinungsfreiheit ???,2,
a654b62a879064,2016-07-06 22:47:00.000000,Also ich fühle mich -auch ohne Sex zu haben - unrasiert unwohl. Ich kann das absolut nicht nachvollziehen  #w,4,3097bcce2dd759
a7010e1d77c067,2016-07-06 22:47:00.000000,Ein gutes Gespräch ist besser als sex auch wenn sich brides nicht unbedingt ausschließt,8,8057bcce2dd759
a75faf6068d056,2016-07-06 22:47:00.000000,Dieser Gedanke beschleicht mich leider auch...,3,873552fd0b85a8
a863f5905d5042,2016-07-06 22:47:00.000000,Nein bei einem Bekannten auf einer Geburtstagsfeier,4,1b5b47e6f1e063
a8b8851c927066,2016-07-06 22:47:00.000000,düse 😂💨,2,a3692e300d36b2
a8bfaf6068d056,2016-07-06 22:47:00.000000,"OP: sollte man besprechen, was man will und bekommt. :) Will nicht dass es für ""Sie"" schlimm ist sondern eine Aufregende Erfahrung. 100€ sollten aber schon drin sein 😘",4,8b310e1d77c067
a8dfaf6068d056,2016-07-06 22:47:00.000000,Also das was ich mit meiner jetzigen F+ mache macht nicht jede Frau 😏,12,88fe6d11853437
a7f552fd0b85a8,2016-07-06 22:47:00.000000,"Scheide zeigen? Ne, ganz im Ernst am einfachsten und effektivsten ist es wenn du es klar heraus sagst. #m #singleforlife",37,a30e85a4cea044
a84771c872406a,2016-07-06 22:47:00.000000,Kann man sich schon mit 21 fest an jemanden binden ? ,25,
a93056e911d062,2016-07-06 22:47:00.000000,Zeig mal bitte ,9,8917bcce2dd759
a94faf6068d056,2016-07-06 22:47:00.000000,anus mundi,3,4e22c9df3726a0
a95552fd0b85a8,2016-07-06 22:47:00.000000,Bei mir und meinem Freund genauso 😄,2,c7156cddf1a068
a9f3ebead373cc,2016-07-06 22:47:00.000000,Weil du wie ein normaler Mensch die Wurst aus der Mitte aus isst?,2,97b8ef8ccab06e
a91ffe1014e069,2016-07-06 22:47:00.000000,"Seid längerem mal wieder einen netten Kerl kennengelernt , da will ich gerade anfagen zu flirten und seine Freundin ruft an #Wieso #Foreveralone #3",21,
a9ba47d0151068,2016-07-06 22:47:00.000000,Wenn ich eine Spezies ausrotten könnte würde ich die Fliegen töten. #verpissdich #lassmichinruhe #gehkackefressen #warumich ,9,
a91fb948ba5067,2016-07-06 22:47:00.000000,"Gibt es hier Mädels, die ins mcfit gehen und eine Trainingspartnerin suchen? Will nicht mehr allein gehen, zu zweit machts einfach mehr Spaß.  #w19",5,
a694b62a879064,2016-07-06 22:47:00.000000,Seh ich in dem Kleid dick aus?,11,509648691a45ab
a6bb47e6f1e063,2016-07-06 22:47:00.000000,*oder Richter  Nicht dass sich jemand diskriminiert fühlt ,1,81e40df1e67430
a6c28df461a068,2016-07-06 22:47:00.000000,Nur unhygienisch,1,a0972a3e00c07a
a6f48dc5b1b061,2016-07-06 22:47:00.000000,Nicht mal #Dirndl richtig schreiben... #schämDich,4,6a265d0271a25f
a7072a3e00c07a,2016-07-06 22:47:00.000000,Einzige ,3,1d48851c927066
a7028df461a068,2016-07-06 22:47:00.000000,#fake,1,98b6602e44b3c5
a7192e300d36b2,2016-07-06 22:47:00.000000,"Haha ich weiß wer das war, der hat mich auch schonmal so angequatscht..",2,321d0f0fe0907c
a717bedeaa8067,2016-07-06 22:47:00.000000,Hab 21 verschiedene in herne :),2,4d13f5905d5042
a72cd7573bf6bb,2016-07-06 22:47:00.000000,sag ihm das offen,7,91a8851c927066
a973f5905d5042,2016-07-06 22:47:00.000000,"Danke, die Information hat mir den Abend gerettet !",4,8b3faf6068d056
a988851c927066,2016-07-06 22:47:00.000000,Ihr seid alle Anfang 20 und Jammert jetzt darüber niemals mehr jemanden zu finden... ,12,855cd7573bf6bb
a9bfb948ba5067,2016-07-06 22:47:00.000000,"Wie? Oder wo?  Oder was?  -Geordie LaForge, verwirrt und blind ",5,796771c872406a
a9e10e1d77c067,2016-07-06 22:47:00.000000,"Rund die Hälfte aller Muslime finden, dass ihr Glaube/ ihre Gesetze über denen der dt. Rechte stehen. Eine Studie der WWU - habe letztens den Link gepostet, aber wollte natürlich niemand was von wissen ",1,65d10e1d77c067
a9fcd7573bf6bb,2016-07-06 22:47:00.000000,"Dir ist klar, dass ich ne hackfresse hoch 10 haben kann? Als ob man hier irgendwas negatives schreibt",2,3be7bcce2dd759
a749e1af4fd779,2016-07-06 22:47:00.000000,Gibt es beim Go auch noch diese Ätherpunkte?  Du hast noch 6/15 Zerschneider 💇,1,258f8231994377
a77c670771f06b,2016-07-06 22:47:00.000000,Kann man das auch im Bus machen? ,1,9f7e6d11853437
a7de85a4cea044,2016-07-06 22:47:00.000000,Ab ins Ama. Da findest du schon Anschluss. Egal ob w19 oder m25. Trink n Schluck und sei nicht zu schüchtern 😉,4,a1b552fd0b85a8
a89d0f0fe0907c,2016-07-06 22:47:00.000000,"Geh Schlafen, Heinz.",6,a0d3ec0cca8061
a8a7bcce2dd759,2016-07-06 22:47:00.000000,Goarneist,3,90856cddf1a068
a8bcd7573bf6bb,2016-07-06 22:47:00.000000,Ich bezweifle dass es für mich nochmal so eine Liebe gibt ,1,7bb7bedeaa8067
a8bd0f0fe0907c,2016-07-06 22:47:00.000000,Warum muss man etwas hassen? Hass ist etwas Furchtbares. ,2,6dfd5941422065
a8bcd7573bf6bb,2016-07-06 22:47:00.000000,Einer bestimmten oder irgendeiner?,2,a0bcd7573bf6bb
a8ccd7573bf6bb,2016-07-06 22:47:00.000000,Mit 45 gönnt man sich ja sonst nichts:)!?,7,a393ebead373cc
a8c552fd0b85a8,2016-07-06 22:47:00.000000,Zieh ma aus da meen Jung!,10,9fc48dc5b1b061
a6bffe1014e069,2016-07-06 22:47:00.000000,Server abgeschmiert 🤐,1,d9f6ec4987206f
a6b056e911d062,2016-07-06 22:47:00.000000,Stimmt! 👏,4,84c56cddf1a068
a8e7bcce2dd759,2016-07-06 22:47:00.000000,"Das war das Spermadorf richtig, stand glaub ich neulich in der Zeitung wegen dem dort doch sehr penetrant vorherrschenden Ejakulatgeruch..",4,c5f8851c927066
a8f92e300d36b2,2016-07-06 22:47:00.000000,Dude,3,4affaf6068d056
a933f5905d5042,2016-07-06 22:47:00.000000,Ih glaube es ist ca. 70 blut 30 fleisch ,2,522faf6068d056
a7fe85a4cea044,2016-07-06 22:47:00.000000,Heute seid ihr langweilig. Fühle mich schlecht unterhalten. Das geht so nicht!  #roterschipfeschimpfejodel #wasnloshier? #drei,18,
a8c8851c927066,2016-07-06 22:47:00.000000,Hört auf weniger zu jodeln je später es wird! #brauchedas,23,
a640d773a90056,2016-07-06 22:47:00.000000,Ich bin Veganer ,10,9857bcce2dd759
a826602e44b3c5,2016-07-06 22:47:00.000000,Irgendwo gleichgesinnte?,1,77f9e1af4fd779
a836602e44b3c5,2016-07-06 22:47:00.000000,Kerosin Cola😍😍,2,72ef3331011784
a843ebead373cc,2016-07-06 22:47:00.000000,"Das eine schließt ja das andere nicht aus...  Gut, aber gilt evtl halt nur für die Allgemeinheit so, damit die nicht im Bus das große Kotzen bekommen. 😉",2,1d05cd2040d250
a853ebead373cc,2016-07-06 22:47:00.000000,iran,2,9e9e85a4cea044
a853ec0cca8061,2016-07-06 22:47:00.000000,Nur nicht zu viele Details! ✌,10,a5ce77ea5cc755
a8712a8e31c066,2016-07-06 22:47:00.000000,Ich kenne diese Teller 😲,1,99bc670771f06b
a883ec0cca8061,2016-07-06 22:47:00.000000,Wärmeflasche an Kopf und Magnesium ,5,97972a3e00c07a
a8b23888e5e6a9,2016-07-06 22:47:00.000000,"Morgen um diese Zeit gibt es hoffentlich jeden Grund zum Feiern, ansonsten such ich mir einen anderen!  #🇩🇪",9,
a6823888e5e6a9,2016-07-06 22:47:00.000000,"Ohne dir Panik machen zu wollen, aber bei meinem Kumpel liefs so wie du beschreibst.. sie wollte dann öfter was alleine mit Freundinnen machen und hat ihn dann betrogen",3,53bffe1014e069
a71d0f0fe0907c,2016-07-06 22:47:00.000000,Fußball geht los ,1,7a292e300d36b2
a72d0f0fe0907c,2016-07-06 22:47:00.000000,Dann einmal den Kik Namen ,1,deb92e300d36b2
a7223888e5e6a9,2016-07-06 22:47:00.000000,Die Server wurden deaktiviert. Offizieller Release soll aber noch vor Ende der Woche sein. ,3,a2a2c9df3726a0
a72d0f0fe0907c,2016-07-06 22:47:00.000000,.,1,99a3ebead373cc
a743ebead373cc,2016-07-06 22:47:00.000000,Nach einer langjährigen Studie weiß ich jetzt was Frauen wollen: nicht mich  #wasauchsonst #männerwollendochnursex #dritter,2,147a4d9d38a697
a74e6d11853437,2016-07-06 22:47:00.000000,Dieser Ronaldo ist charakterlich besser als die meisten hier,2,6cb27dde8fb72b
a74771c872406a,2016-07-06 22:47:00.000000,"Meine Ex wollte immer in langer Hose, Wollsocken und mindestens T-Shirt schlafen, ich konnte ihr aber nicht wenig genug anhaben..🤔 #gleichberechtigung #wasistdas?",8,e363ec0cca8061
a75e6d11853437,2016-07-06 22:47:00.000000,Portugal hat die meisten torschüsse von allen Mannschaften abgegeben. Ist dir wohl zu langweilig 🤗,1,dc55d580b1d062
a753ebead373cc,2016-07-06 22:47:00.000000,Mit nem Megahieb antworten. #soeinfachistdas,6,897f3331011784
a763ebead373cc,2016-07-06 22:47:00.000000,Die Sache ist prinzipiell ganz einfach: Falls es irgendwie Thema werden sollte -> Ehrlich sein. Ansonsten einfach nicht erwähnen.,4,9954686427f61b
a768851c927066,2016-07-06 22:47:00.000000,Wer hier Regensburg is kacke schreibt hat auch von nichts ne Ahnung 🙄,5,7b72c9df3726a0
a7ae6d11853437,2016-07-06 22:47:00.000000,Ich bin halb Kroatin Cevapcici,8,9f50d773a90056
a7a056e911d062,2016-07-06 22:47:00.000000,alkohol 👆🏻,5,7357bcce2dd759
a752c9df3726a0,2016-07-06 22:47:00.000000,Gut gemacht Indormatiker 🙋,2,2206602e44b3c5
a7fa47d0151068,2016-07-06 22:47:00.000000,"Die Deutschen sind ja auch ganz gut bestückt. Also fußballtechnisch!" 😂😂,13,a3effe1014e069
a7f056e911d062,2016-07-06 22:47:00.000000,Hahahahha ich glaube dir aufs wort 😂 ich hatte doch schon 44 gewogen 😅 45 ist heute drin 😄,1,de95599da29067
a80e6d11853437,2016-07-06 22:47:00.000000,Mirai Nikki,1,0b9d3f15c1c065
a8e12a8e31c066,2016-07-06 22:47:00.000000,Yeah... 😒 du... ähm... hast es wohl drauf... 😴 *hust* äh... was? 😖,6,948fb948ba5067
a8f6602e44b3c5,2016-07-06 22:47:00.000000,Versuchte Warmsanierung...? 😂,5,28635e5830f7d0
a9712a8e31c066,2016-07-06 22:47:00.000000,"sachen rausfinden, die nicht vorher von ihnen selbst geschaffen wurden",1,81e40df1e67430
a97ffe1014e069,2016-07-06 22:47:00.000000,Haut mal paar Stories raus :D,5,9a510e1d77c067
a9b3ec0cca8061,2016-07-06 22:47:00.000000,Du. Ist doch klar. Das sieht man doch das du angesprochen worden bist. ,2,9008ef8ccab06e
a9d3ec0cca8061,2016-07-06 22:47:00.000000,4 Meter ,3,9ea2c9df3726a0
a9e056e911d062,2016-07-06 22:47:00.000000,Dann Jodel dir einen,1,58e648691a45ab
a9e12a8e31c066,2016-07-06 22:47:00.000000,Sehr bitte,1,8f3b47e6f1e063
a6572a3e00c07a,2016-07-06 22:47:00.000000,Neeee oder?  Da gibt's echt mehr von der Sorte?! 😳 Ich dachte nur mein Nachbar ist so drauf! 😅😂😂 Oder wohnen wir alle im selben Haus? ^^,2,216e85a4cea044
a9528df461a068,2016-07-06 22:47:00.000000,Ja das Darkjodel. Sehen aber nur Moderatoren mit über 500.000 Karma,1,a6c771c872406a
a9528df461a068,2016-07-06 22:47:00.000000,Ich liebe ihn,4,4b08851c927066
a6b72a3e00c07a,2016-07-06 22:47:00.000000,In 5 min kommt dann eh von der hatte mein Spaß und bla und blup  wie gestern 😉😊😋,1,3e848dc5b1b061
a6c2c9df3726a0,2016-07-06 22:47:00.000000,Hier m20  Besser? ,2,58e067707f9243
a77648691a45ab,2016-07-06 22:47:00.000000,Ich werde dich mit meinem Glumanda bezwingen ! ,2,97ca47d0151068
a7a4b62a879064,2016-07-06 22:47:00.000000,Adalya - ice mango tango,1,96d8ef8ccab06e
a7a9e1af4fd779,2016-07-06 22:47:00.000000,Ich hab quapsel und traumato gefangen,2,fd8b47e6f1e063
a7b7bcce2dd759,2016-07-06 22:47:00.000000,Wird bestimmt laut wenn den jeder schon vor 5 Minuten als lautesten Jodel gelesen hat. 😌 ich drück dir auf jedenfall die Daumen. 👏🏽👏🏽👏🏽,10,8a59e1af4fd779
a7b9e1af4fd779,2016-07-06 22:47:00.000000,Ich finde es auch Geiler weil es intimer ist und vertrauen erfordert...und es mich irgendwie heißer macht wenn ich meinen Schwanz in ihrem Poloch verschwinden sehe.,3,08ce77ea5cc755
a7e7bedeaa8067,2016-07-06 22:47:00.000000,"👆 du bist nicht so gut in mathe, oder? 😉",3,97dfaf6068d056
a8340df1e67430,2016-07-06 22:47:00.000000,Mein Freund hat eine Mikrowelle auf der noch alles auf deutsch drauf steht. DAS ist alt!,6,98ac670771f06b
a8540df1e67430,2016-07-06 22:47:00.000000,Pfui,2,a3ccd7573bf6bb
a862c9df3726a0,2016-07-06 22:47:00.000000,Ich finds witzig ,2,46ff5f85c23060
a86cd7573bf6bb,2016-07-06 22:47:00.000000,"Für mich muss der auch nicht so groß sein, bin nur 1,57m groß🙈 Tut ansonsten sehr schnell weh.. ",7,765ffe1014e069
a87cd7573bf6bb,2016-07-06 22:47:00.000000,"Und das kannst du beurteilen, ob man hier welche sieht? Ich als Schwarzkopf werde ja wohl öfter damit konfrontiert , obwohl ich traurigerweise die dt. Staatsbürgerschaft besitze und hier aufgewachsen bin. Dumme Ideologie bleibt dumm.",3,d934d0bb0a7696
a8828df461a068,2016-07-06 22:47:00.000000,Danke 😅 v.a. fürs "Digga"... ,2,8207bedeaa8067
a95cd7573bf6bb,2016-07-06 22:47:00.000000,#gotforlive #cantwaitforseason7,7,a4056cddf1a068
a98d0f0fe0907c,2016-07-06 22:47:00.000000,Viel Glück 😍☺️,2,8207bedeaa8067
a99771c872406a,2016-07-06 22:47:00.000000,Wenn man vom Mittagsschlaf aufwacht & sich fragt welches Jahrhundert gerade ist 🤔,1,
a9ac670771f06b,2016-07-06 22:47:00.000000,#parallaxe,6,a35ffe1014e069
a9b7bcce2dd759,2016-07-06 22:47:00.000000,Ich auch >.<,2,a83faf6068d056
a953ebead373cc,2016-07-06 22:47:00.000000,Glaube da tickt jeder anders,25,a84771c872406a
a988851c927066,2016-07-06 22:47:00.000000,Da ist er mal eine Nacht arbeiten und ich kann alleine nicht einschlafen.  #istesschonsoweit #hilfe #singlewareasy,13,
a798ef8ccab06e,2016-07-06 22:47:00.000000,"Ich fühle mit dir.  Aber mach dir nix draus, ich guck dafür Lanz, auch nicht besser! ",5,9bc2c9df3726a0
a7cc670771f06b,2016-07-06 22:47:00.000000,Ne. Mach Du ma,1,a0972a3e00c07a
a7c12a8e31c066,2016-07-06 22:47:00.000000,Ist deine Freundin Französin😂?,12,3d472a3e00c07a
a7ef3331011784,2016-07-06 22:47:00.000000,😄😚wird gemacht,4,a59ffe1014e069
a8110e1d77c067,2016-07-06 22:47:00.000000,Nein spiele sind nicht auf Nvidia zugeschnitten .. das ist schon wieder n fanboy gelaber obwohl du nie ne amd graka verbaut hast .. amd hat alle 3-4 wochen treiber updates und bietet mit Gaming-Evolved eine Software zur Verwaltung aller,1,5fd45574fa6069
a9c771c872406a,2016-07-06 22:47:00.000000,ich auch nicht ,1,a577bedeaa8067
a9dc670771f06b,2016-07-06 22:47:00.000000,Diese Option war mir unbekannt ,2,9e95d580b1d062
a9e92e300d36b2,2016-07-06 22:47:00.000000,1. Genau so was jodeln 2. Abwarten bis irgendwelche Jungs "Kik?" schreiben 3. Fertig,8,9dacd7573bf6bb
a9f3f5905d5042,2016-07-06 22:47:00.000000,TK,2,1cb97e1dd5d063
a9f3f5905d5042,2016-07-06 22:47:00.000000,Team Red!,1,95ee77ea5cc755
a7840df1e67430,2016-07-06 22:47:00.000000,"👆 hast du den jargon von deinen Eltern? Englisch für Kinder (to) battle...Anwendungen im Satz - battle und nur to battle, wenn es der Satzbau verlangt.  #warumtutdummheitnichtweh #undbeleidigungenauch #wäredieweltschön  ",1,f200d773a90056
a7cffe1014e069,2016-07-06 22:47:00.000000,Tag des Kusses voll genutzt mit meiner Süßen. Jetzt geht's völlig befriedigt schnell ist Bett. #küssenkannich #morgenfrüharbeitenistdoof #5uhrklingeltderwecker #nichtlustig,5,
a863ebead373cc,2016-07-06 22:47:00.000000,Frauen sind wie Burger bei Mc's nur auf Bilder sehen sie zum anbeißen aus !  Opfer eines Tinder Dates ,44,
a653f5905d5042,2016-07-06 22:47:00.000000,"Da ich glaube, dass du mich meinst. Nö so nicht 👆🏼",2,a15cd7573bf6bb
a666602e44b3c5,2016-07-06 22:47:00.000000,Was du bist in Paderborn ? Studierst du dort ? Bin aus Dtzb. und bin auch dort. ,1,858e85a4cea044
a686602e44b3c5,2016-07-06 22:47:00.000000,30 m/7,15,8da56cddf1a068
a686602e44b3c5,2016-07-06 22:47:00.000000,Avelsbacher Strasse,2,914faf6068d056
a6a3ec0cca8061,2016-07-06 22:47:00.000000,Doch. Kenne mich nicht so gut aus.. Aber danke,3,9127bedeaa8067
a6b6602e44b3c5,2016-07-06 22:47:00.000000,Danke dafür 😂😂  #mademyday ,1,573840374d5066
a6d10e1d77c067,2016-07-06 22:47:00.000000,Hallo K. 😁,3,a1b552fd0b85a8
a708ef8ccab06e,2016-07-06 22:47:00.000000,Morgen ist Halbfinale und auf der Agenda des Bundestages steht: „Gesetz zur Änderung des Bundesmeldegesetz"🤔 #Déjà-vu #Angieglaubtnichtandentitel,3,
a7112a8e31c066,2016-07-06 22:47:00.000000,"man tut, was man kann.  Henrik, achtet auf Grammatik ",6,996a47d0151068
a6ecd7573bf6bb,2016-07-06 22:47:00.000000,In Rottenburg nahe am Bahnhof. Bin mit Fake-GPS in Tü. Könnt sorglos schlafen gehen ;),29,8a2648691a45ab
a8bc670771f06b,2016-07-06 22:47:00.000000,"Wenn man so oft niesen muss, dass man sich selbst schon damit nervt.  #allergiker",65,
a932c9df3726a0,2016-07-06 22:47:00.000000,Wow! Bei diesen absolut lieben Kommentaren ist mein Glaube an die Menschheit wieder etwas hergestellt.  Ich wünsche dir eine trotz allem erholsame Nacht und wir alle sind für dich da.♡,7,3ee6e688d70062
a977bedeaa8067,2016-07-06 22:47:00.000000,"Interessant, bitte erzähl mir mehr davon. Natürlich nur, wenn du dafür Zeit hast, wo du doch so verdammt cool bist. Du kek 🎧",1,6710d773a90056
a64f3331011784,2016-07-06 22:47:00.000000,Süß. ☺️,12,a273ebead373cc
a829e1af4fd779,2016-07-06 22:47:00.000000,Ich gönns dir bro 😘 ,3,a393ebead373cc
a8356cddf1a068,2016-07-06 22:47:00.000000,"Erich Honecker! Zählt wohl nicht, weil freie Wahlen ;)",11,74da47d0151068
a838ef8ccab06e,2016-07-06 22:47:00.000000,Willst du mich anal entjungern ? M20,4,a15cd7573bf6bb
a8ae77ea5cc755,2016-07-06 22:47:00.000000,W20 ist aber wild. ,6,62f4b62a879064
a8c9e1af4fd779,2016-07-06 22:47:00.000000,"Hatte auch etwas ähnliches, und ich konnte mich einfach nicht mehr auf etwas konzentrieren geschweige denn eine Person lieben, alles wie ein eiszapfen^^ ",4,dcbf3e6391b062
a685d580b1d062,2016-07-06 22:47:00.000000,"Durcjgefickt" sehen frauen am geilsten aus #sorrykeineahnungwieichdassonstausdrückensoll,18,9f6cd7573bf6bb
a908ef8ccab06e,2016-07-06 22:47:00.000000,genug mdma und gras,3,80b23888e5e6a9
a9223888e5e6a9,2016-07-06 22:47:00.000000,Geldbeutel sagt: "dann lieber keine Schokolade",2,8a43ec0cca8061
a92648691a45ab,2016-07-06 22:47:00.000000,Wird dann eben nur nen halbes Blinddate,2,d2610e1d77c067
a9223888e5e6a9,2016-07-06 22:47:00.000000,Hast recht 👍 wir stehen Grad noch an der frankengutstrasse gehen aber dann zur badstrasse 1 wenn es nix wird bei ling😂,2,949cd7573bf6bb
a92771c872406a,2016-07-06 22:47:00.000000,Alsob. Frauen sind nicht witzig,3,374607653e42b1
a99648691a45ab,2016-07-06 22:47:00.000000,"schlaflos, schlaflos, schlaflos... ",9,
a99648691a45ab,2016-07-06 22:47:00.000000,Welches Fach? Viel Glück 💪🏼,1,910b47e6f1e063
a9d40df1e67430,2016-07-06 22:47:00.000000,"Klar, weil alle Männer sind ja gleich. (Ironie aus)",2,9e7052af627061
a9e28df461a068,2016-07-06 22:47:00.000000,Nein aber Männer ,8,7d4cd7573bf6bb
a9e2c9df3726a0,2016-07-06 22:47:00.000000,Sollte man da nicht eher die Polen kontaktieren?,4,49010e1d77c067
a8d3ec0cca8061,2016-07-06 22:47:00.000000,Der Hashtag #pokemongo klingt irgendwie politisch inkorrekt 😮,36,
a84ffe1014e069,2016-07-06 22:47:00.000000,Da guckt man sich die EM und denkt sich Endlich kann es mal wieder eine kleine Nation schaffen und dann sieht man Portugal im Finale und denkt sich Ernsthaft? #hoffediewerdengeklatscht #egalvonwem,24,
a9f552fd0b85a8,2016-07-06 22:47:00.000000,"Dieses Gefühl Wenn man sich in eine Frau verliebt mit der man öfters ausgegangen ist, sie aber einen nur ausnutzt und man erfährt, dass sie einen anderen datet.  #lonely #sehrschlimmesgefühl",11,
a78b47e6f1e063,2016-07-06 22:47:00.000000,"TiHo, liebe TiHo, eure Partys sind unfassbar geil! Weiter so! ",7,
a9d8ef8ccab06e,2016-07-06 22:47:00.000000,Morgen Prüfung und Skript jetzt weggelegt - bin übermüdet und kann nur die Hälfte 🙈 #wieimmerzuspätangefangen #ichlerneswohlnie #eslebedaskurzzeitgedächtnis,8,
a75e6d11853437,2016-07-06 22:47:00.000000,"Ja, aus der dunklen Vergangenheit erinnere ich mich, dass es wohl einst so gewesen ist. ",22,9f6cd7573bf6bb
a6a7bedeaa8067,2016-07-06 22:47:00.000000,Ja reichlich bekloppt. ,44,9bb2c9df3726a0
a9f48dc5b1b061,2016-07-06 22:47:00.000000,Selbst Ron sagte mal Hermine hätte eine schöne Haut #schönehautkannattraktivsein,19,522faf6068d056
a93e6d11853437,2016-07-06 22:47:00.000000,"(3) jedenfalls wenn hier..  Ja sorry mor wäre ein mädl lieber... Jemand am freitag/Samstag Zeit und Lust hat mit mir Conjuring 2 (horror) oder gern auch Ice Age 5 anzuschauen, dann gerne hier melden :x",10,9bb2c9df3726a0
a9f12a8e31c066,2016-07-06 22:47:00.000000,Flirten? Kann ich nicht. ,20,
a6d8ef8ccab06e,2016-07-06 22:47:00.000000,"Wen ich jedes mal 10ct dafür kriegen würde, wenn ne telefonnummer im modfeed auftaucht, hätte ich sicher genug Geld um ne präsidentschaftskampangne in den USA zu finanzieren... #jasolcheleutegibtsecht #voteforme #243^0,2",2,
a73c670771f06b,2016-07-06 22:47:00.000000,Klaar. Die sind vom Ballett so kaputt gegangen dass die mir immer abfliegen und nur 1/4 wachsen. Aber nur an den großen.  Also lasse ich sie mir richten. Manchmal glaub ich auf jodel muss man mitleid erregen um nicht runter gemacht zu werde,8,db0c6371d63063
a7b8ef8ccab06e,2016-07-06 22:47:00.000000,Ich gucke gerade Joy Ride 3.  Warum sind in jedem Film LKWs schneller als die Autos?! Jedes Auto kann doch wohl vor so einem LKW abhauen  #raffichnicht,13,
